frame,x0,x1,stress,sphere_res,stiefel_res,residual_ortho,health
998,-9.13821592649833647e-1,-6.12390673188964119e-1,7.47417571944911652e-1,1.11022302462515654e-16,4.96991464079276703e-16,2.20248833262175607e-16,Nominal
999,-3.50578725009574654e-1,8.62317335586171074e-1,1.58688501628826861e-1,0.00000000000000000e0,3.87585520449622042e-16,4.85524278685420264e-16,Nominal
1000,2.44279975632724966e-1,6.03631889646468300e-1,1.70934954886089674e-1,0.00000000000000000e0,3.88206154186536844e-16,2.06308147611668297e-16,Nominal
1001,2.59524411123668308e-3,-5.22369842076635171e-1,7.06198908136217440e-1,1.11022302462515654e-16,2.58886774603639837e-16,1.71658754944583892e-16,Nominal
1002,8.61756680558921184e-1,5.01278439817735677e-1,1.04092374140019928e-1,0.00000000000000000e0,4.09453540293534237e-16,2.62671734790161096e-16,Nominal
1003,-2.82367416927476578e-1,8.42592216605038802e-1,1.06490780226809800e-1,0.00000000000000000e0,2.23772604565590481e-16,2.12855589406784712e-16,Nominal
1004,-4.75994533092288341e-1,-4.05389563528409491e-1,1.43629946331419589e0,1.11022302462515654e-16,3.94968765214878869e-16,1.08388987728284175e-16,Nominal
1005,-5.85701583700777517e-1,4.92521869276168367e-1,8.75685110700149538e-2,2.22044604925031308e-16,3.17070249466918169e-16,3.28793027892755120e-16,Nominal
1006,-7.20915769994786571e-1,4.44808871355717450e-3,1.43559737559245337e-1,0.00000000000000000e0,3.16462252264209631e-16,1.03154073805834149e-16,Nominal
1007,7.85645449728702649e-1,-3.28320692266697689e-1,1.22585325232100484e0,2.22044604925031308e-16,2.83732042031538013e-16,2.35513868802566238e-16,Nominal
1008,-9.19190602624932129e-1,-7.96759785521552910e-1,3.46159943216420851e-2,0.00000000000000000e0,3.36518470117123680e-16,5.11811045759046634e-16,Nominal
1009,-8.50869549133737468e-1,3.89267749796037288e-1,1.42410851970818708e-1,1.11022302462515654e-16,4.38854183572087653e-17,1.98699682586405599e-16,Nominal
1010,8.26795679652762017e-1,-9.62133634825710127e-1,7.99895678358484963e-1,0.00000000000000000e0,3.44437635246576584e-16,2.63677968348474678e-16,Nominal
1011,-5.51945076653561406e-1,5.70493945921174861e-1,8.29549773574950411e-1,0.00000000000000000e0,3.51631486686929875e-16,1.11022302462515654e-16,Nominal
1012,-7.13460724255315482e-1,5.56968835156382180e-1,2.04172035510088334e-1,0.00000000000000000e0,3.95456080348050200e-16,1.71833970622478528e-16,Nominal
1013,-9.98848859868709971e-1,-3.69608881116155530e-1,2.04215523993630410e-1,1.11022302462515654e-16,4.65681985627533963e-16,2.19536777917255997e-16,Nominal
1014,-9.69245479174032143e-1,-2.79524287314188769e-1,3.14128461236193646e-1,0.00000000000000000e0,5.12163702760691065e-16,1.75678761831945577e-16,Nominal
1015,8.32375437151029463e-2,8.91407320572524808e-1,2.23206004019912641e-1,1.11022302462515654e-16,3.43878028645879421e-16,1.78263412068739987e-16,Nominal
1016,4.75834506344565700e-2,-3.81425177125532811e-1,1.70465266317187480e0,0.00000000000000000e0,2.58141775146523632e-16,2.48253415324727312e-16,Nominal
1017,-1.46103852806755530e-1,4.35722211917559443e-1,5.80619701216903428e-1,0.00000000000000000e0,3.38231043366220042e-16,1.63763776445196391e-16,Nominal
1018,3.45258021631416945e-1,3.17822632162156893e-2,1.08842281920559336e0,1.11022302462515654e-16,4.13082792031705285e-16,2.03960993326577759e-16,Nominal
1019,-4.84671023208828267e-1,-1.13874549804588332e-1,3.81268823636304544e-1,0.00000000000000000e0,2.52102535022515748e-16,1.39470041364843227e-16,Nominal
1020,-2.24444226037112671e-1,-3.20831761348442823e-1,3.99191377129467506e-2,0.00000000000000000e0,5.46721434890657050e-16,1.88247472696780553e-16,Nominal
1021,1.56180784437887521e-1,9.01320202423566919e-1,1.48035398792776718e-1,2.22044604925031308e-16,3.18433998768956771e-16,1.15277563368905085e-16,Nominal
1022,8.49201552768850121e-1,9.84507065710755080e-1,4.65197420918948668e-1,0.00000000000000000e0,4.98152660671701486e-16,1.77722398948333652e-16,Nominal
1023,8.06421228206413154e-1,-4.91044205716359761e-1,6.87553832266661891e-2,1.11022302462515654e-16,2.25487362244146695e-16,2.92752254517761156e-16,Nominal
1024,-2.65519486749312916e-1,2.96357534128071975e-1,8.73873035366880657e-1,0.00000000000000000e0,5.51281910844447898e-16,2.24309874497572087e-16,Nominal
1025,7.06114689321297728e-2,4.38794150982909636e-1,3.99798869850642724e-2,1.11022302462515654e-16,1.77722398948333652e-16,3.15242740012171207e-16,Nominal
1026,2.14991026020658449e-1,8.84104289417410039e-1,5.42704100873744322e-1,0.00000000000000000e0,4.98152660671701486e-16,1.98820804013433194e-16,Nominal
1027,-3.95712336941878906e-1,-9.84574510312854700e-1,3.91616955177487402e-1,0.00000000000000000e0,3.18433998768956771e-16,3.61355849861953361e-16,Nominal
1028,-5.87069728379566946e-1,3.54050531247307454e-1,6.62408046008624574e-1,2.22044604925031308e-16,2.56081851380345532e-16,3.67826832345335173e-16,Nominal
1029,9.32027144744934422e-1,5.81119682630268031e-1,4.89965979745246694e-1,1.11022302462515654e-16,3.66252673200580169e-16,3.44437635246576584e-16,Nominal
1030,8.41820266708971143e-1,-9.56002889949102208e-1,2.83670620924031391e-2,0.00000000000000000e0,4.89474907509845820e-16,4.61110253475620339e-16,Nominal
1031,-4.27278154795474041e-2,5.00980825729019363e-1,6.55418173022676798e-1,1.11022302462515654e-16,1.64204199767914897e-16,1.00074151062168024e-16,Nominal
1032,1.18397799283349592e-1,1.17623048154096299e-1,9.30215000628849431e-1,1.11022302462515654e-16,1.40501892976461948e-16,8.69440914135049236e-17,Nominal
1033,-7.35578912766144066e-1,-7.89186180496510792e-1,7.01807218939470179e-1,0.00000000000000000e0,1.66822323735151091e-16,1.38777878078144568e-16,Nominal
1034,-2.81241733590604781e-1,1.47647611802935730e-1,2.54852624225987756e-1,0.00000000000000000e0,2.51528922140418477e-16,8.44152876808032434e-17,Nominal
1035,2.44307048815933792e-1,1.59263197326996009e-1,2.80683235686538968e-1,0.00000000000000000e0,5.11222743482083264e-16,8.44152876808032434e-17,Nominal
1036,-2.09989294697726203e-1,-3.94545683181374729e-1,7.21992430345302916e-1,0.00000000000000000e0,1.37383090134830318e-16,1.49468349007045413e-16,Nominal
1037,4.66221629336279753e-1,-4.73903979498522254e-1,2.78766350461235879e-1,1.11022302462515654e-16,2.75859215774279801e-16,3.80058871530507352e-17,Nominal
1038,5.06919387210470473e-1,5.20842663206567691e-1,3.55690771606703926e-1,1.11022302462515654e-16,6.40862357016370574e-16,4.05554456578484579e-16,Nominal
1039,-1.45648080913801214e-1,9.24222400377201270e-1,2.42452625835980706e-1,0.00000000000000000e0,4.06147632932615694e-16,1.86190061493545484e-16,Nominal
1040,7.45262034198654888e-2,2.95093962893223649e-1,4.28456052156825584e-1,0.00000000000000000e0,5.63718405610366737e-17,1.39470041364843227e-16,Nominal
1041,-6.14861525095577122e-1,-4.29570895291739197e-1,1.55012944119253016e0,1.11022302462515654e-16,4.38854183572087653e-17,2.40351556131851924e-16,Nominal
1042,-4.96182286192096589e-1,8.99843349862367692e-1,1.18603075470194885e-1,1.11022302462515654e-16,1.74233954062931730e-16,6.20633538311818279e-17,Nominal
1043,-5.14125114298980224e-1,2.95093758657985594e-1,1.63128003522483689e-1,1.11022302462515654e-16,1.82269831680066635e-16,2.52960515500474735e-16,Nominal
1044,-9.90628849258871513e-1,1.29590943309937590e-1,2.17527289736284435e-1,0.00000000000000000e0,5.08034139278252065e-16,1.50716425496314145e-16,Nominal
1045,-6.34890610876838624e-1,-8.94006396589599461e-2,6.84021277631448044e-2,0.00000000000000000e0,3.38693375064474411e-16,2.76795774173224569e-16,Nominal
1046,-4.23165125277360721e-1,8.53311172034335819e-1,2.14907449480059798e-1,0.00000000000000000e0,5.47095592636315520e-16,1.42205008407109118e-16,Nominal
1047,4.23324305544694468e-1,5.28031196511648870e-1,1.75563949917639239e-1,0.00000000000000000e0,3.70435565972802556e-17,1.31987977782774977e-16,Nominal
1048,-7.94679236940697864e-1,-1.32195378733026558e-2,2.89380521741030794e-1,0.00000000000000000e0,3.35551306619030720e-16,1.18774731498903011e-16,Nominal
1049,-4.07898189502571284e-2,5.82607659800427058e-2,2.36568078159699935e-1,0.00000000000000000e0,5.11716962845428400e-16,3.65331281368069333e-16,Nominal
1050,8.26558778931839155e-1,-1.61810159876706772e-1,1.21373120516289568e0,1.11022302462515654e-16,4.55780230622685325e-16,3.12250225675825277e-16,Nominal
1051,8.83868437818850605e-1,-9.87046003438128983e-1,1.26497584225739423e-1,0.00000000000000000e0,2.51001958768786208e-16,1.17756934401283119e-16,Nominal
1052,2.20237515614188251e-1,-7.78409489870103277e-1,4.57759783287468580e-1,0.00000000000000000e0,3.40960329463816826e-16,1.32067040017019018e-16,Nominal
1053,3.63719018314450082e-1,4.89633875837985455e-1,2.73016659226453351e-1,1.11022302462515654e-16,5.09642744601474307e-16,1.34728949100962332e-16,Nominal
1054,-3.35421160798178963e-1,9.41987126025595645e-1,1.01945816332201500e0,0.00000000000000000e0,5.05730656194208716e-16,4.52679738979780134e-16,Nominal
1055,5.14007978900733686e-1,5.38930606724660644e-1,2.78966743239705828e-2,0.00000000000000000e0,2.56081851380345532e-16,5.16470035236926566e-16,Nominal
1056,8.64119863071972416e-1,5.88695298701190195e-1,1.01621861295281168e-1,2.22044604925031308e-16,5.01716098736538195e-16,1.71833970622478528e-16,Nominal
1057,7.39854239021275228e-1,6.27815545826960530e-1,1.06821719184725827e-1,0.00000000000000000e0,4.69901977144166285e-16,5.22402405354025223e-16,Nominal
1058,-8.35848621587969909e-1,-3.13833146615029257e-1,4.30679081007028675e-1,0.00000000000000000e0,3.17222066688673251e-16,2.49800180540660222e-16,Nominal
1059,-6.48005276203964087e-1,2.86188485770634271e-1,3.60532867082997033e-1,0.00000000000000000e0,2.63312510143252580e-16,1.90788039323535058e-16,Nominal
1060,4.74538537515606595e-1,8.00108483456327235e-1,1.35018283675831352e-1,0.00000000000000000e0,3.87833893125192356e-16,2.03960993326577759e-16,Nominal
1061,9.51032950887671369e-1,-8.80786978194392223e-2,4.77324817285267322e-1,2.22044604925031308e-16,3.92277711011650711e-16,2.34181244266970591e-16,Nominal
1062,9.65977040159097022e-1,-1.62373265254700971e-1,3.75669179401439512e-1,0.00000000000000000e0,5.09335609896815131e-16,2.11835237163750900e-16,Nominal
1063,-9.41682293274667570e-1,7.67604601696438626e-1,1.67113699857342635e0,1.11022302462515654e-16,2.97645388746093025e-16,3.57605576448847443e-16,Nominal
1064,-2.49633691765187793e-1,1.69574698163829307e-1,3.06681703938706751e-1,0.00000000000000000e0,2.58328226434932438e-16,7.60117743061014704e-17,Nominal
1065,-1.45174167337561055e-1,-9.12952220610947052e-1,7.99502178629438842e-1,2.22044604925031308e-16,5.36139015741062197e-16,1.86190061493545484e-16,Nominal
1066,6.95160149930051485e-1,9.97503388612143604e-1,1.06762702667682952e0,1.11022302462515654e-16,1.51388791983449369e-16,2.83222495899828479e-16,Nominal
1067,-4.71537016168153134e-2,-4.22703177836871502e-1,5.51877477373857395e-1,1.11022302462515654e-16,1.29070887573261816e-16,8.32667268468867405e-17,Nominal
1068,-4.69464787895232716e-1,-7.57116455548670908e-1,7.18269553417955953e-1,0.00000000000000000e0,1.16109903155203137e-16,1.03851854526380608e-16,Nominal
1069,1.50111677860812032e-1,1.08808279205413028e-1,6.46270744585378809e-2,0.00000000000000000e0,4.65268229894461345e-16,8.32667268468867405e-17,Nominal
1070,7.69248098133749503e-1,8.08811494430848432e-1,4.35918379430338399e-1,0.00000000000000000e0,2.78421766860255079e-16,1.80944215311192012e-16,Nominal
1071,-6.16452137591023019e-1,-3.11297938740687563e-1,8.31191083698854305e-1,0.00000000000000000e0,3.41771343338036260e-16,9.81307786677359448e-17,Nominal
1072,-4.66166116574586731e-2,1.04958078073773553e-2,1.96638693759379590e-1,1.11022302462515654e-16,4.01257701920814138e-16,1.27192026215690030e-16,Nominal
1073,-1.08736654144191203e-1,-4.34039872519964121e-1,1.34845222570164402e-1,0.00000000000000000e0,3.91663529155375053e-16,3.43317509889167784e-16,Nominal
1074,6.51076941279580046e-1,-5.33103315109895171e-2,5.90663287083267319e-1,1.11022302462515654e-16,2.55893763326045161e-16,9.74537943758967061e-17,Nominal
1075,-8.11974301391455766e-1,1.79292671846880136e-1,4.89464444202125093e-1,2.22044604925031308e-16,9.10027404030511239e-17,2.00148302124336049e-16,Nominal
1076,7.30981776430337016e-1,2.46137295386536836e-1,2.79659790979258860e-1,0.00000000000000000e0,6.68514804320037510e-16,1.33161920920674783e-16,Nominal
1077,1.42524910364904445e-1,2.84408130581931706e-1,1.36422961133468856e-1,0.00000000000000000e0,2.72124982979676500e-16,8.58293774722919461e-17,Nominal
1078,-9.76022457407490274e-1,6.27291268751145159e-1,5.92178952305613904e-1,1.11022302462515654e-16,1.90788039323535058e-16,2.70225728182848388e-16,Nominal
1079,4.95451125465657061e-1,6.43848197747120654e-1,9.35169777931625812e-1,0.00000000000000000e0,3.58009270548921028e-16,5.88784672006415595e-17,Nominal
1080,-1.78340939005394272e-1,-2.87718683874429892e-1,5.12671325363720953e-1,1.11022302462515654e-16,3.35658906848385721e-16,1.49669544883566874e-16,Nominal
1081,8.57067920371092695e-1,7.85634058164221827e-1,1.41859758605895503e-1,0.00000000000000000e0,3.32198413321600057e-16,3.39934988877629582e-16,Nominal
1082,-9.59275301646467460e-1,-8.06376038366648062e-1,7.33968984599295382e-1,0.00000000000000000e0,5.06966814573179524e-16,6.45913751365369914e-16,Nominal
1083,8.52791679482423959e-1,-8.07034774974951574e-1,3.47649528301292587e-1,2.22044604925031308e-16,3.52998112462169053e-16,2.97529098298698237e-16,Nominal
1084,5.82771372430095802e-1,4.20706448678536127e-1,4.41035956105507720e-2,1.11022302462515654e-16,2.58514543247061981e-16,1.00673761886292043e-16,Nominal
1085,-7.34571864826043530e-2,5.32367704031746269e-1,9.05353951256855916e-1,1.11022302462515654e-16,2.38358833189423563e-16,2.37954492214340727e-16,Nominal
1086,7.21439821254583835e-1,4.08907508725794955e-1,2.90631716743727786e-1,0.00000000000000000e0,3.36804503717524813e-16,2.55140024536113437e-16,Nominal
1087,-3.54434466112323321e-1,-1.81746303370253770e-1,2.06455701616323539e-1,1.11022302462515654e-16,2.49221268567689367e-16,7.09330105078845032e-17,Nominal
1088,5.34591377057898720e-1,-1.66418132321389800e-1,1.20763427530606871e-2,1.11022302462515654e-16,4.63920975259012888e-16,7.85046229341887583e-17,Nominal
1089,-5.41730352986111940e-1,4.04080701868595682e-1,1.30990757767067634e0,0.00000000000000000e0,3.38942061690045511e-16,2.59351312523619604e-16,Nominal
1090,-2.50514122943017892e-1,-5.89715143529186747e-1,1.86529236802696063e-1,0.00000000000000000e0,2.61845576667213508e-16,9.81307786677359448e-17,Nominal
1091,-9.80319635747602947e-1,4.04336796485389449e-2,5.95070947260865513e-1,0.00000000000000000e0,2.73536795220394660e-16,2.26339869489890067e-16,Nominal
1092,1.65019515606552147e-1,-1.62201876165565695e-1,6.83924027737891072e-1,0.00000000000000000e0,2.64953102402887061e-16,2.94800930698113658e-16,Nominal
1093,6.98540436096294126e-1,6.04649897583380058e-1,5.62293519950626042e-1,1.11022302462515654e-16,2.43751797499723542e-16,6.20633538311818279e-17,Nominal
1094,-6.61778604157537753e-1,8.47987236804467637e-1,6.12230632112598094e-2,0.00000000000000000e0,3.20393611103342185e-16,1.72218817623288292e-16,Nominal
1095,9.97243013551249780e-1,1.41312199432810370e-1,3.19561125852747874e-1,1.11022302462515654e-16,2.56081851380345532e-16,6.20633538311818279e-17,Nominal
1096,-2.46351726194733223e-1,-4.77473101631182839e-1,5.31085514309250661e-1,1.11022302462515654e-16,5.11034343717630325e-16,9.20548301573786923e-17,Nominal
1097,6.31833515075222785e-1,2.14302705030046781e-1,5.88751624717294808e-1,2.22044604925031308e-16,5.51369242632852324e-16,2.69100289685760238e-16,Nominal
1098,-4.84691495854140619e-1,-4.42680388230656474e-1,1.20171684819079783e0,1.11022302462515654e-16,2.49221268567689367e-16,1.60733621128301703e-16,Nominal
1099,-7.84445565790714339e-1,9.15385379853275616e-1,3.20048776744223162e-1,0.00000000000000000e0,2.74941357960564053e-16,3.09948048934762311e-16,Nominal
1100,-7.46150612166407434e-3,2.37258877307589433e-1,2.13013535958365363e-1,0.00000000000000000e0,3.97399365172811198e-16,1.41526221675091893e-16,Nominal
1101,-8.52931538984898596e-1,-1.42277503137939521e-1,5.54598519768020548e-1,0.00000000000000000e0,2.29088609460514588e-16,3.56796817984684799e-16,Nominal
1102,9.50980492585102866e-2,-8.16901579893584806e-1,4.87676434316506979e-1,1.11022302462515654e-16,1.93295217015611576e-16,1.62435341715111782e-16,Nominal
1103,-2.95167490327126414e-1,-2.38423246057478444e-1,2.47130469745390213e-2,0.00000000000000000e0,2.87943195970786052e-16,1.48468414373628752e-16,Nominal
1104,2.29894860729793038e-1,-8.95165483873566314e-1,3.19414811849927038e-1,1.11022302462515654e-16,2.13420343886795691e-16,2.17221738409136398e-16,Nominal
1105,-2.26641754918126104e-1,-5.30042292722242792e-1,1.16777152286289376e-1,0.00000000000000000e0,4.74693378396314520e-16,5.46369052362980718e-17,Nominal
1106,-2.16556988008568707e-1,4.98439208833791003e-1,1.85720685857371892e-1,0.00000000000000000e0,3.87088296998665342e-16,3.25042003097031170e-16,Nominal
1107,-6.43466516956072709e-1,-9.29611765817372149e-1,1.10056337301115748e-1,0.00000000000000000e0,2.26552495060018803e-16,2.34694687646471766e-16,Nominal
1108,4.61655821607376060e-1,1.11248090263494470e-1,1.03494843020629479e0,0.00000000000000000e0,3.29579199682625746e-16,1.58838541517708453e-16,Nominal
1109,-6.50956598401478681e-1,9.01543948414685437e-1,7.16193306732108015e-1,0.00000000000000000e0,3.18887285829407209e-16,3.93808974976170603e-16,Nominal
1110,2.83119529187337848e-1,-2.67942642179854973e-1,2.50022121689387644e-1,1.11022302462515654e-16,2.33047687033619894e-16,2.82029974831032526e-16,Nominal
1111,-7.79529154683513248e-1,2.46505856695681036e-1,1.28078037201868278e-1,0.00000000000000000e0,3.45135867536757938e-16,1.14439169963055936e-16,Nominal
1112,-2.55158676965134390e-1,9.12710520055881602e-2,3.66477858660379296e-1,0.00000000000000000e0,2.34899750759114909e-16,1.21777093789356452e-16,Nominal
1113,5.99121129847471012e-1,1.14014067150746357e-1,8.16810003770701676e-1,2.22044604925031308e-16,6.10622663543836097e-16,7.16085782356486664e-17,Nominal
1114,9.41862972270564702e-1,-9.59489269639345332e-1,3.29296154934610508e-1,0.00000000000000000e0,3.26054187107258921e-16,4.75908984428681454e-16,Nominal
1115,5.05258660754720257e-1,-6.58331961405005828e-1,3.98050917740718879e-1,0.00000000000000000e0,4.25484917209059436e-16,1.19236215282007920e-16,Nominal
1116,5.05329873801855900e-1,3.76206339255817923e-1,3.92839541003826453e-1,1.11022302462515654e-16,3.60288326554857603e-16,2.56739074444567450e-16,Nominal
1117,4.57510368658954114e-1,-2.32633059300539902e-2,8.67997133498642048e-1,0.00000000000000000e0,3.24277311823604289e-16,2.73712759725708587e-16,Nominal
1118,4.08854653123953637e-1,3.34078707763249660e-1,5.50113844600745860e-2,0.00000000000000000e0,2.61109019436916702e-16,8.99383442499715521e-17,Nominal
1119,1.42934431951405205e-1,1.57369712754844571e-1,4.91830033100043362e-1,0.00000000000000000e0,3.47222140017944376e-16,1.27192026215690030e-16,Nominal
1120,-7.38435432199976427e-1,-4.32649093309586785e-1,9.73680685005518298e-1,0.00000000000000000e0,2.27189177800303520e-16,1.49468349007045413e-16,Nominal
1121,8.19220088243775013e-2,1.85789461350571727e-1,1.90529261765150393e-1,0.00000000000000000e0,6.04600284026312190e-16,3.18131448583049166e-16,Nominal
1122,9.39322853581767703e-1,-1.27623090470081468e-2,4.80044512921382394e-1,0.00000000000000000e0,4.32221244972481498e-16,2.99439603214702126e-16,Nominal
1123,1.49447321059537064e-2,-1.88258670743457923e-1,3.42071848973243275e-2,1.11022302462515654e-16,5.21110470206270379e-16,9.39957638400605986e-17,Nominal
1124,-4.15484174505046600e-1,8.46009374812600745e-1,4.29565128282207609e-1,0.00000000000000000e0,2.20303051723207748e-16,1.50271516256209837e-16,Nominal
1125,-1.29568466626231560e-1,-4.14661308666394612e-1,1.81347509030968634e-1,0.00000000000000000e0,3.24277311823604289e-16,5.55111512312578270e-17,Nominal
1126,4.10749999827697110e-1,-4.63041222897607296e-1,1.93027324039492298e-1,1.11022302462515654e-16,2.22910279182434030e-16,1.59443642914703604e-16,Nominal
1127,-5.76995042938957203e-1,1.49707337768640425e-1,6.53054221745868024e-1,0.00000000000000000e0,3.24870683430223563e-16,5.00370755310840121e-17,Nominal
1128,6.63056737822587783e-1,4.28167317411321635e-1,4.69924531829216674e-2,0.00000000000000000e0,1.27192026215690030e-16,2.79715755706988101e-16,Nominal
1129,4.00179500756356443e-1,1.81762982529185990e-1,7.93852445384271022e-1,1.11022302462515654e-16,2.28878339926111873e-16,1.87600940254901602e-16,Nominal
1130,7.88005927987015742e-1,2.94318944295483220e-1,2.43026601816281329e-1,0.00000000000000000e0,7.53501259192947259e-16,1.37383090134830318e-16,Nominal
1131,1.24672674636915337e-1,1.02943901191041576e-2,2.28519430338984031e-1,1.11022302462515654e-16,1.33111064485122974e-16,4.37755673254533601e-16,Nominal
1132,6.42735021299359222e-1,2.19198332932609485e-1,2.90140686155199168e-1,1.11022302462515654e-16,2.58886774603639837e-16,1.96751599439962474e-16,Nominal
1133,6.99534109633568324e-2,-5.99476255181066175e-1,1.28844610118210134e-1,1.11022302462515654e-16,6.31401218313805419e-16,1.50111226593252055e-16,Nominal
1134,-3.01444687798044786e-1,-1.32817297766548936e-1,3.18057939932835487e-1,0.00000000000000000e0,4.98828777051636099e-16,1.49468349007045413e-16,Nominal
1135,-7.60197826197590354e-1,2.49725127317243611e-1,8.13894430595205609e-2,0.00000000000000000e0,1.25668713465107680e-16,3.81576078647070115e-16,Nominal
1136,-4.52462818649306264e-2,-5.78755329728563694e-1,3.40740503428058283e-1,0.00000000000000000e0,4.60274150786893511e-16,8.32667268468867405e-17,Nominal
1137,3.39732619632014288e-1,-3.54448639388049935e-1,3.21655725317281482e-1,1.11022302462515654e-16,1.94289029309402395e-16,2.32219806310406274e-16,Nominal
1138,-4.72845485206445648e-2,-8.60232080103482399e-2,4.66264091840802086e-1,1.11022302462515654e-16,3.97399365172811198e-16,5.00370755310840121e-17,Nominal
1139,-4.29624058778216078e-1,-4.46300959716769530e-1,5.24063064258130540e-1,0.00000000000000000e0,4.21848227282491490e-16,5.63718405610366737e-17,Nominal
1140,1.50800900137578298e-1,7.93176804491845688e-1,2.43940567902024674e-1,0.00000000000000000e0,2.31388963552640401e-16,2.25487362244146695e-16,Nominal
1141,-1.78393909830027564e-1,-1.93187262876990395e-2,1.48123739378235486e0,0.00000000000000000e0,4.58177218921029176e-16,2.37143742013377356e-16,Nominal
1142,2.67768736599656831e-1,-9.79153857178186593e-1,2.08244674223409421e-1,1.11022302462515654e-16,1.20983749228328163e-16,2.20412301941538688e-16,Nominal
1143,-6.37463082283604709e-1,4.57027518543006384e-1,4.93079449896636879e-1,1.11022302462515654e-16,3.44996334129989224e-16,3.92523114670943779e-16,Nominal
1144,3.08196760198363062e-1,-5.39697017016821379e-1,2.67753541970373932e-1,0.00000000000000000e0,2.61109019436916702e-16,3.65067599427279658e-16,Nominal
1145,-9.12199101060970685e-1,-2.37560067344196435e-1,5.10188171076133123e-1,1.11022302462515654e-16,3.86091929073338777e-16,2.02063640522013256e-16,Nominal
1146,-8.71437756623706816e-1,4.16744919049240270e-1,8.25719153917039428e-2,0.00000000000000000e0,3.49433768365552732e-16,1.67685948093612318e-16,Nominal
1147,2.75973512180299529e-1,-3.76444173853602848e-1,6.90059220354013569e-1,0.00000000000000000e0,5.31720336112929037e-16,1.24126707662363656e-16,Nominal
1148,-1.31345399851987343e-1,-3.81734612439788457e-1,1.42617959133214089e0,1.11022302462515654e-16,4.99985706577161275e-16,8.77708367144175306e-17,Nominal
1149,9.22887533537344762e-1,3.13246140273922169e-1,2.42367566619080654e-1,0.00000000000000000e0,2.70527887447329449e-16,9.31596576415724113e-17,Nominal
1150,6.41055023554552017e-1,-6.86717884997165129e-1,2.55623229601245505e-1,0.00000000000000000e0,8.05629189676304127e-16,8.77708367144175306e-17,Nominal
1151,-6.87862524511170248e-1,3.24070369066244979e-1,6.31953338479921523e-1,1.11022302462515654e-16,1.61841426228473438e-16,2.99419503224532486e-16,Nominal
1152,-1.77219651229281849e-1,-8.27174816984987960e-1,1.96069372452665203e-2,0.00000000000000000e0,9.81307786677359448e-17,8.77708367144175306e-17,Nominal
1153,-1.41443850780842206e-1,2.33858986242589273e-1,1.64122100697201545e0,0.00000000000000000e0,4.63609514347597874e-16,2.30555126737810169e-16,Nominal
1154,4.09101789638961710e-1,9.78406781055743968e-1,4.95916475648584765e-1,0.00000000000000000e0,2.30555126737810169e-16,2.59258471528153810e-16,Nominal
1155,-3.10897138060781453e-1,1.84655243336371067e-1,1.87009773195933038e-1,0.00000000000000000e0,2.61109019436916702e-16,2.15441202326139062e-16,Nominal
1156,-5.48736631233176730e-1,3.04504347628331784e-1,7.64330258279343200e-2,0.00000000000000000e0,5.14040454020818102e-16,8.32667268468867405e-17,Nominal
1157,1.90686073491080021e-1,7.13669164373763376e-1,1.06738540042684349e-1,1.11022302462515654e-16,3.65067599427279658e-16,1.49468349007045413e-16,Nominal
1158,8.88589814938268940e-1,2.25283588742448027e-1,6.45013498351993397e-1,1.11022302462515654e-16,5.88784672006415595e-17,1.23738203712024698e-16,Nominal
1159,-8.62797569237671924e-1,-3.37272321813817610e-1,2.13332949081590950e-1,0.00000000000000000e0,2.71947991102103646e-16,1.76907777093864878e-16,Nominal
1160,-6.17460563547505670e-1,-8.55682193851657891e-1,1.03074320374851225e0,0.00000000000000000e0,2.31388963552640401e-16,2.55140024536113437e-16,Nominal
1161,-7.10241026075975057e-1,-7.92803898592463918e-1,1.44683138933800803e-1,0.00000000000000000e0,1.25668713465107680e-16,4.66095374067239787e-16,Nominal
1162,-6.53126004882929934e-1,-1.80024932025900419e-1,7.53324937657917637e-3,0.00000000000000000e0,3.36518470117123680e-16,1.90788039323535058e-16,Nominal
1163,-1.74094034755453597e-1,3.42747613429731812e-1,6.66773397041993232e-1,1.11022302462515654e-16,5.46721434890657050e-16,3.87336988509702860e-16,Nominal
1164,-4.74465097014423520e-1,1.94095010744531615e-1,7.79254199616122856e-2,1.11022302462515654e-16,3.85092983210311380e-16,1.77722398948333652e-16,Nominal
1165,8.76994229219839161e-1,-8.95081050937398981e-1,2.27895661851547304e-1,0.00000000000000000e0,2.49800180540660222e-16,7.07631108375459463e-17,Nominal
1166,-5.20716857456844373e-1,-6.16187525642070133e-1,7.38293814235775447e-1,0.00000000000000000e0,2.22910279182434030e-16,1.49508609842524965e-16,Nominal
1167,1.18733111998916119e-1,-9.71637724632951505e-1,1.21096249381340004e-1,0.00000000000000000e0,3.87088296998665342e-16,6.04918746141640814e-17,Nominal
1168,4.84929170906695184e-1,8.22155740444572736e-1,3.46591812411191191e-1,0.00000000000000000e0,2.55893763326045161e-16,2.66583598422500478e-16,Nominal
1169,-9.50086831428306411e-1,-4.63664883897102920e-1,4.49063797496168537e-1,1.11022302462515654e-16,1.89267791675188578e-16,1.16317057473615336e-16,Nominal
1170,-9.17012902803651109e-2,-3.11397130371469322e-1,1.64770867349174233e-1,1.11022302462515654e-16,7.11701886588649569e-16,6.36610427454890568e-17,Nominal
